,id,expectedmoney,capital,foodtype_고기,foodtype_디저트,foodtype_베이커리,foodtype_분식,foodtype_일식,foodtype_중식,foodtype_치킨,foodtype_커피,foodtype_패스트푸드,foodtype_퓨전음식,foodtype_한식,locate_경기,locate_서울,locate_인천
318,722763,1500.0,24000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
319,609430,1500.0,65000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
320,712480,570.0,15000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
321,704708,1100.0,12000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
322,723375,1750.0,75000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
323,722723,1500.0,24000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
324,691112,1500.0,24000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
325,722654,1200.0,25000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
327,715321,850.0,35000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
328,721081,2250.0,62000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
329,652102,600.0,12000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
330,710873,2400.0,60000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
331,598315,520.0,20000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
332,716967,1500.0,60000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
333,721460,1170.0,30000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
334,722526,1500.0,60000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
335,721775,1000.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
336,714523,1500.0,60000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
337,709368,890.0,10000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
338,715322,1000.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
339,723115,800.0,10000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
340,720559,3600.0,110000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
341,714307,630.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
343,720993,1170.0,30000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
344,720094,610.0,20000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
345,720110,2150.0,60000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
347,723272,670.0,14000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
348,721031,935.0,13000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
349,657486,1070.0,19000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
350,722797,1070.0,19000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
351,705477,1200.0,16000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
353,712657,715.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
354,721773,1200.0,16000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
355,722680,1305.0,13000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
356,721756,1200.0,10000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
358,710965,1100.0,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
359,722629,1045.0,28000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
360,718759,1100.0,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
361,698814,1840.0,27000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
362,723086,1700.0,28000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
363,714309,1700.0,28000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
364,723167,2250.0,56000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
365,710930,1100.0,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
366,657505,1820.0,38000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
367,695556,1000.0,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
368,723087,1150.0,25000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
369,681921,1460.0,36000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
370,723196,1180.0,28500,0,0,0,1,0,0,0,0,0,0,0,0,1,0
371,695160,1070.0,24000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
372,715402,1100.0,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
373,714310,1150.0,25000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
375,723006,1700.0,28000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
376,651431,1370.0,15000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
377,698808,1210.0,26000,0,0,0,0,0,0,0,0,1,0,0,0,0,1
378,722620,1200.0,30000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
379,651413,1950.0,20000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
380,698783,1230.0,20000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
381,721582,1550.0,10000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
382,679125,1200.0,10000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
383,722619,1200.0,30000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
384,714942,1580.0,30000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
385,721619,1800.0,20000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
386,721579,1800.0,20000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
387,651402,1160.0,20000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
388,716649,860.0,7000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
389,722664,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
390,722986,1030.0,7000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
391,705510,1590.0,18000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
392,722668,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
393,679626,875.0,7000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
394,721760,1590.0,18000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
395,722708,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
396,704870,1100.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
397,723066,1030.0,7000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
398,722597,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
399,675522,450.0,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
400,668768,1030.0,7000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
401,722987,750.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
402,654886,1020.0,7000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
403,714920,450.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
404,722598,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
405,668731,1200.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
406,722596,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
407,704696,1100.0,8500,0,0,0,1,0,0,0,0,0,0,0,0,1,0
408,675535,450.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
409,698818,1800.0,10000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410,688883,590.0,6000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
411,705495,570.0,13000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
412,721789,570.0,13000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
413,722604,550.0,11000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
414,723590,800.0,15000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
415,722609,900.0,7000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
416,722672,550.0,11000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
417,722674,900.0,7000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
418,723630,800.0,15000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
419,722608,830.0,7000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
420,722676,550.0,11000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
422,722635,550.0,6000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
423,722633,830.0,7000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
424,722607,550.0,11000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
425,722191,800.0,14000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
426,722151,800.0,14000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
427,722675,550.0,6000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
428,723139,700.0,11000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
429,698802,505.0,3000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
430,722548,900.0,13000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
431,722582,705.0,10000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
432,671781,900.0,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
433,721620,900.0,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
434,721580,900.0,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
435,649209,1400.0,25000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
436,721183,840.0,9500,0,0,0,1,0,0,0,0,0,0,0,0,1,0
437,721157,840.0,9500,0,0,0,1,0,0,0,0,0,0,0,0,1,0
439,721628,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
440,721723,840.0,9500,0,0,0,1,0,0,0,0,0,0,0,0,1,0
441,671760,900.0,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
443,722838,1400.0,25000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
444,723710,1650.0,14000,0,0,0,1,0,0,0,0,0,0,0,0,0,1
445,715804,1800.0,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
446,723686,1800.0,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
447,711002,760.0,4500,0,0,0,1,0,0,0,0,0,0,0,1,0,0
448,712450,720.0,8000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
449,668717,550.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
450,720623,940.0,11000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
451,722069,512.0,15500,0,0,0,1,0,0,0,0,0,0,0,0,1,0
452,712463,1310.0,18000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
453,669961,1470.0,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
454,723075,550.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
455,716943,580.0,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
456,721057,650.0,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
457,665603,900.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
458,721741,650.0,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459,715387,760.0,4500,0,0,0,1,0,0,0,0,0,0,0,1,0,0
460,715020,850.0,12000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
461,723664,2350.0,20000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462,721740,950.0,15000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
463,721059,950.0,15000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465,719643,987.0,10000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466,720301,987.0,10000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
467,701694,950.0,10000,0,0,0,1,0,0,0,0,0,0,0,1,0,0
468,712733,890.0,4000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
469,711636,850.0,5800,0,0,0,0,0,1,0,0,0,0,0,0,0,1
470,723079,2100.0,28000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
471,714939,910.0,14000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
472,714940,860.0,14000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
473,677366,1100.0,8000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
474,722999,2100.0,28000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
475,714941,860.0,14000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
476,705476,1230.0,20000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
477,684626,1030.0,10000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
478,691098,1330.0,13000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
479,721787,2000.0,42000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
480,705493,2000.0,42000,0,0,0,0,1,0,0,0,0,0,0,1,0,0
481,651689,750.0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
482,723627,1170.0,32000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
483,722188,1170.0,32000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
484,720875,1170.0,32000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
485,651399,1450.0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
486,723587,1170.0,32000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
487,720192,1200.0,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
488,720162,1200.0,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
489,698835,1200.0,25000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
490,712460,900.0,18000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
491,720262,850.0,17000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
492,695150,1125.0,15000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
494,722556,1700.0,15000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
495,719869,850.0,17000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
497,698767,1100.0,25000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
499,712410,900.0,18000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
501,722183,940.0,32000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
502,723484,1550.0,55000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
503,720872,940.0,32000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
504,717927,1550.0,55000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
505,676192,1100.0,13000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
506,723597,1350.0,33000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
507,721781,1010.0,28000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
508,723637,1350.0,33000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
509,720604,1370.0,53000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
510,681936,1090.0,29000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
511,723404,1550.0,55000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
512,723524,1550.0,55000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
513,723558,1350.0,33000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
514,722143,940.0,32000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
515,718802,960.0,32000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
516,722162,1530.0,55000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
517,723444,1550.0,55000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
518,722543,1950.0,47000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
519,691101,1074.0,24000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
520,722739,1074.0,24000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
521,698837,1860.0,35000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
522,723622,940.0,32000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
523,723582,940.0,32000,0,0,0,0,0,0,0,0,1,0,0,1,0,0
524,627339,1090.0,29000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
525,720624,1650.0,40000,0,0,1,0,0,0,0,0,0,0,0,0,1,0
527,722551,1450.0,20000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
528,720106,1020.0,10000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
529,714504,1020.0,10000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
530,701672,1550.0,50000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
531,721003,1500.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
532,721615,1000.0,20000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
533,714483,1350.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
534,718801,1545.0,50000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
535,720104,1350.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
536,721575,1000.0,20000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
537,723418,1050.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
538,701652,1550.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
539,720107,2150.0,30000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
540,723458,1050.0,40000,0,0,0,0,0,0,0,0,1,0,0,0,1,0
541,720314,1290.0,35000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
542,716296,680.0,17000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
543,687432,1000.0,12000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
544,720998,650.0,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
545,687437,1200.0,14000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
547,686778,700.0,8000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
548,711001,958.0,14500,0,0,0,0,0,0,0,1,0,0,0,0,1,0
549,687440,1000.0,11500,0,0,0,0,0,0,0,1,0,0,0,0,1,0
550,715356,1740.0,38000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
551,723117,690.0,13000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
552,687430,1100.0,13000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
553,673619,800.0,9000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
554,651398,840.0,6000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
555,665561,1160.0,25000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
556,723179,1400.0,34000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
557,675525,700.0,14000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
558,717730,1195.0,27000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
559,718772,1200.0,17000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
560,675438,1000.0,12000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
561,671772,1200.0,26000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
562,722647,1450.0,31000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
563,721574,1200.0,26000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
564,720629,900.0,18000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
565,680763,700.0,8000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
566,679326,800.0,9000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
567,710891,1010.0,14000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
568,723177,1355.0,29000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
569,675421,900.0,10000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
570,661621,800.0,10000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
571,723170,1400.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
572,718558,650.0,10000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
573,716861,1000.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
574,671758,1300.0,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
575,721111,1490.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
576,723171,850.0,20000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
578,721455,3270.0,55000,0,0,0,0,0,0,0,0,0,1,0,1,0,0
579,721004,1478.0,13000,0,0,0,0,0,0,0,0,0,1,0,1,0,0
581,720984,1480.0,18000,0,0,0,0,0,0,0,0,0,1,0,0,1,0
582,721208,3270.0,55000,0,0,0,0,0,0,0,0,0,1,0,1,0,0
583,710363,1300.0,26000,0,0,0,0,0,0,0,0,1,0,0,0,0,1
585,722221,800.0,33000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
586,691109,1100.0,15500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
587,722641,700.0,14500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
588,722721,1100.0,15500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
589,723585,1275.0,28000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
590,722761,1100.0,15500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
591,722585,700.0,14500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
592,722681,700.0,14500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
593,720271,525.0,1500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
594,722147,1275.0,28000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
595,720256,1250.0,25000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
596,723626,1275.0,28000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
597,720149,700.0,14000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
598,698800,960.0,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,1
599,710954,890.0,18000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
600,722146,1275.0,28000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
601,720179,700.0,14000,0,0,0,0,0,0,0,1,0,0,0,1,0,0
602,722186,1275.0,28000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
603,715450,1150.0,30000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
604,721564,600.0,10000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
605,719866,500.0,10000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
606,720261,970.0,18000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
607,720245,970.0,18000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
608,721049,1800.0,10000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
609,721584,1800.0,10000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
610,721624,1800.0,10000,0,0,0,0,1,0,0,0,0,0,0,0,1,0
611,651704,375.0,7500,0,0,0,0,0,0,0,1,0,0,0,1,0,0
612,720308,744.0,18000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
613,722105,650.0,13000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
614,723712,750.0,10000,0,1,0,0,0,0,0,0,0,0,0,0,1,0
615,723125,1700.0,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
616,665579,1700.0,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0
617,722732,1270.0,13000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
618,683934,750.0,15000,0,1,0,0,0,0,0,0,0,0,0,1,0,0
620,722144,1780.0,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0
